,KL,JB,SG,PJ
9194,8016457,7378839,9181863,5351498
9195,8246985,9212439,6941767,9975878
9196,8752766,5042677,8035268,6277499
9197,7475380,7309826,5983516,8040359
9198,5591141,7856428,8089509,7966874
9199,5876037,8722686,7672900,7176691
9200,5697173,9962880,8966552,5644554
9201,5421232,6459474,5659086,8739164
9202,9403369,6130869,7514328,6594164
9203,8537488,8792729,7520853,5464142
9204,9597968,9851749,5063205,7951172
9205,9687463,6149079,7849582,7399983
9206,5399064,8279583,6573064,8201318
9207,6224922,9769564,6120211,9052983
9208,8681499,6277650,5942552,5178297
9209,9632524,9130477,7893702,5745114
9210,5720768,8652345,7681866,5838167
9211,7874522,5285398,7627302,8795218
9212,7755570,9162650,9773164,8136045
9213,7524633,7503181,8226145,5522911
9214,9896002,5857872,6543030,6836518
9215,5867382,8773171,7231700,7553661
9216,9417256,6534645,9205734,9841292
9217,7123165,6223164,7224331,9098833
9218,8492271,8857399,7626905,9090881
9219,6439104,7798974,5633859,7504351
9220,7280994,5995026,5880681,5055865
9221,8819450,5867537,9294439,7007077
9222,5263166,8074322,5885490,7004475
9223,8735702,9895274,6078919,5702082
9224,5846760,9987444,7238984,9803845
9225,6296635,5675404,7586264,7722437
9226,6600263,7330308,6528411,7171541
9227,6477275,8156597,7532794,5556244
9228,5744294,5385982,7868495,6856463
9229,5400564,7779638,5172373,5264402
9230,6394341,5885471,7509261,7262760
9231,6736509,7635149,7654576,9774337
9232,6880877,8916120,9302332,5407275
9233,6908061,8960422,7996436,7925353
9234,9607005,5948744,5819740,7053834
9235,5892619,6605859,5276865,8044118
9236,6975764,7782294,7370625,5801124
9237,5046081,9074041,7712149,7158117
9238,8106994,8414864,5483022,9704268
9239,9155527,9582205,5697580,9638420
9240,7306832,8156664,9427009,9380183
9241,6455559,7990723,8230302,6840302
9242,7656056,9373510,5554017,5271228
9243,8937436,9372251,9487222,8356425
9244,5528724,5588238,5746789,7835035
9245,9516879,9956685,9270643,9511994
9246,7998870,6166532,6332647,8731550
9247,6571521,9290933,5514462,5645593
9248,6456019,8719306,9212656,9880519
9249,5250725,8266599,9852811,5003905
9250,6058818,5691929,5416371,7061768
9251,6404965,8804940,7812726,6500953
9252,5251153,7225515,5602236,6639710
9253,5262765,7869778,9634517,9147096
9254,6916386,5944675,7720872,9845423
9255,7825518,8821852,8490795,8005713
9256,8078093,6392361,7540418,8318758
9257,5442646,6407010,8563916,7179147
9258,8571153,5740666,6199187,8701138
9259,9720482,6466996,8274429,7329662
9260,5658109,6684961,5680010,9553599
9261,9698934,5327394,8071005,6376666
9262,7045200,9520542,7405287,6394630
9263,9204268,8932159,5058628,5035488
9264,8176273,8990848,5653165,9906245
9265,7364237,5010537,8094889,6812278
9266,5452136,5598943,8654274,9446789
9267,9227428,7325687,6455847,5257003
9268,9259801,6913258,7335636,9474071
9269,6842234,8543728,9585413,5931086
9270,8710077,9706142,6581501,5851275
9271,9805400,9794851,7390531,8357615
9272,6380831,8046079,9220914,7949767
9273,5421377,6006893,5569215,9887426
9274,8632367,8514413,8138417,9227121
9275,5049870,6442851,7414958,6353272
9276,6936774,5097228,6167008,7811047
9277,6476171,6676247,7826614,7361265
9278,7324562,5722601,7892276,8512455
9279,9798833,8634680,9566091,7395134
9280,7038298,5745957,5747520,7910188
9281,5943594,5349200,9772708,8045893
9282,5203221,6160313,7507453,6159043
9283,5372300,6035088,9172643,6728892
9284,7229281,5901134,7135306,6237597
9285,6695709,6709766,7788696,9883900
9286,7796512,8273645,9469550,7688271
9287,9160267,7323308,7600467,6119867
9288,7517860,6569807,9872670,8958556
9289,6941481,8357213,9661400,8706225
9290,7210792,8807397,7835958,7916351
9291,8603938,6030087,8912842,7543181
9292,5053397,8843754,6467901,9593190
9293,7330101,8125131,8598107,6436815
9294,5884614,5592329,6757187,5416313
9295,8981797,6621219,6507356,9675646
9296,7013404,9017502,9351812,5325188
9297,7583898,8051187,9659666,9991862
9298,8695995,5450541,7270366,7139822
9299,8487405,5463385,8991846,6933593
9300,9073451,9335014,8542676,5690458
9301,9398720,5371756,5470171,5635745
9302,6283583,8458457,9720286,6661643
9303,8035057,6951961,8747849,5436299
9304,6251080,8871488,5053211,8674047
9305,5192963,7056707,8969272,5071813
9306,8608033,8578438,8815932,5673484
9307,8514095,7336861,7262186,6408595
9308,5638268,7736762,7081274,7475082
9309,6082732,9032561,7647864,5910569
9310,9933212,9954089,8268704,7215884
9311,7450386,5836888,7591662,9272901
9312,7200996,9227312,5367009,9898695
9313,8841905,9680135,5361228,6616748
9314,9716391,9397406,8189664,9696023
9315,9652919,8943529,8176483,5692566
9316,6876455,9044852,6391159,8895935
9317,6015253,5035412,8981728,6194658
9318,9922097,5122172,8979656,5548929
9319,7448970,5516170,5648728,9330142
9320,9024790,9405663,6682053,9063315
9321,6855358,7959697,9720623,7388622
9322,8081418,8135640,7067099,7543448
9323,9937054,8368380,9619951,8346649
9324,5861125,8509522,7136007,7787346
9325,9658907,9942590,7548501,9848657
9326,9544831,7355405,8485839,5929208
9327,7343512,5536568,8588845,5606741
9328,6620117,5872253,6844434,8087966
9329,5474496,9992427,7202243,8041808
9330,7307276,5379232,9351936,8580472
9331,5642089,5403368,9791855,7066927
9332,8315002,7694548,5859745,6235569
9333,9759813,5991601,8790420,5374525
9334,9381016,7120009,5014966,7435665
9335,9702523,6671582,6846874,5782133
9336,6557805,9740169,9536426,8302696
9337,7073629,9959467,8532551,9835685
9338,6490957,5861540,5733654,8642678
9339,9982739,9169767,9084067,8168633
9340,7277579,6173993,7854819,8537247
9341,7901834,7521147,5727179,9426558
9342,6203595,9040232,9398277,8606921
9343,5445604,8365710,5302158,8030913
9344,7507576,8053685,5052272,7700377
9345,5766282,9914727,9246589,6388025
9346,9717592,8150679,7546926,8822358
9347,6326954,7597577,8511320,9852997
9348,8091791,9725288,6605114,6335281
9349,8881067,6813680,9090166,7620324
9350,8481673,7821183,9735886,6902373
9351,7883746,7318367,8601070,9264004
9352,5162321,7128943,8277292,7591452
9353,8862960,5986783,8664963,9789347
9354,8558049,8062158,5617009,5403316
9355,5064139,5967612,5830807,9455346
9356,9875684,6118011,7207945,6878534
9357,5595488,8811150,7551523,8355528
9358,5189163,6036769,9848475,9977438
9359,5858386,6657187,8172927,5854698
9360,6491290,8485765,5210349,9072831
9361,6274189,8934067,5890406,6596096
9362,5861318,7995941,7491858,5157244
9363,9424163,5864376,7053310,5531717
9364,5533216,5917291,6656777,7870223
9365,8713348,9522154,6614040,6281499
9366,6273980,6905243,8181553,8774338
9367,6512013,6903948,6551025,8316348
9368,8474418,9945072,8563209,5219728
9369,7595908,9433017,5566745,8239454
9370,9178503,6817764,8391092,7793904
9371,8080126,5513065,6240916,6142396
9372,7917327,5771334,8465158,6001363
9373,5966602,9456968,7563961,5300161
9374,9486865,8688519,5836387,8785989
9375,9950681,9301827,5586709,7126937
9376,6103765,7656053,5957671,9931430
9377,7924703,7335409,7044993,9315738
9378,8724732,7061901,5717860,7246599
9379,8805138,6745582,9242510,5345664
9380,8176253,5464223,7883726,8961164
9381,8892925,7615927,6224249,5987956
9382,6660870,9480421,8580154,9576016
9383,6998232,8173146,6305197,7237083
9384,9425044,9891881,6088810,7789317
9385,8630717,5373336,9133762,9459208
9386,9159983,5455805,8521125,6088139
9387,5352237,9477248,9631480,7124103
9388,7043189,8146991,8983246,9356358
9389,9782590,7590578,7499014,6269828
9390,9636632,8565057,8327027,5365709
9391,5352768,8116205,5387169,5134595
9392,6832509,5641246,8797068,6006748
9393,6430932,5474750,9635221,5503174
9394,7605710,7834288,8033990,5760513
9395,8410648,8591006,7798886,9574657
9396,7187034,8469045,5190968,7154889
9397,5963742,9412577,5636745,7773655
9398,6110312,6022545,9220016,6100696
9399,8143931,9318073,5895013,8479420
9400,7713573,8974437,6063641,5943822
9401,5449284,6524868,9677721,6691377
9402,9636951,5028988,7347368,8430262
9403,8337282,7238923,5465401,8918540
9404,5895111,6578294,9463912,8114912
9405,6564542,7040291,8256686,9840895
9406,8358117,5449522,8585631,5886053
9407,8978772,5897173,5190834,8893639
9408,5550027,5702571,8298305,7481171
9409,9337806,9769870,9153165,7959526
9410,6715513,6570790,7583341,7166564
9411,8268252,5335925,9257655,5767365
9412,6478400,8597384,6443340,9234272
9413,8603153,5618339,8897925,9823223
9414,7350924,9538732,9698975,9072903
9415,8445707,8622818,6646072,7648122
9416,8331539,7497728,5832588,7913907
9417,7339143,7087339,6854910,9623278
9418,9745918,7341637,6569405,7152829
9419,6341570,5448843,7940585,7996833
9420,8161030,6114330,5543127,7414834
9421,6085971,5138910,8383138,7441778
9422,7659525,6703886,8582195,6081225
9423,9818899,5096794,5849090,9835321
9424,6021949,9110312,7086119,5289215
9425,6399744,5695339,7031474,8837115
9426,5628287,5309243,6809306,8901914
9427,6181249,9469696,9121792,5249219
9428,8531462,6219366,7262902,6337782
9429,9746190,7113849,8518167,9282611
9430,8094670,7672436,8362348,9870323
9431,5070364,8497606,6201215,6909300
9432,9516789,7155472,6752204,5133448
9433,9002819,6600331,5116069,5349610
9434,7920791,9549952,8473262,5974228
9435,9686621,6772244,8519961,5763744
9436,6438751,9550355,9290990,8856326
9437,6182813,7827241,6250388,6814049
9438,9406091,8415143,7328500,9487202
9439,7849208,6036752,5032164,8098532
9440,9515994,9529370,5148369,6932632
9441,7890410,6487860,6432765,5747076
9442,9660981,9091334,9733019,7316647
9443,5319242,6089244,9877450,7382004
9444,7646489,8950838,7708909,5036641
9445,7353684,8418529,8840739,7876380
9446,8880526,8772987,6996444,6551726
9447,5282705,9278515,8822819,7168802
9448,5883903,9879771,6847345,6182133
9449,6671872,5428057,8361534,5719008
9450,5933397,5485232,5131408,9227866
9451,5194133,9890363,8154023,7381841
9452,9077438,8022241,5822939,5726237
9453,5328996,9948436,6871857,6393378
9454,8790587,9198158,5770709,9310036
9455,5092851,7090731,5141424,9090900
9456,6015313,9350675,8014597,6135470
9457,7906133,5784835,8862330,7331696
9458,5814432,7312815,7970134,9789799
9459,7553681,5739416,5049848,7866045
9460,7941310,8732243,8231238,8313658
9461,9618419,8076939,8909111,8645834
9462,8348605,8193031,7838045,9009582
9463,9700866,8685706,6833185,5252064
9464,9068713,5259316,5962355,5598987
9465,9776309,6420127,8892006,8137565
9466,9365958,7063235,5659413,8481885
9467,8123678,6648066,9912793,8823683
9468,7023288,8975489,6386070,8009226
9469,7989045,6912475,9252867,8643949
9470,8564974,5896168,9664753,5744618
9471,8888395,8427112,9195639,6934454
9472,8242336,9047055,9830418,6856680
9473,9962693,5904294,9274765,8682541
9474,6523174,9617298,5134522,7314952
9475,6387078,6286046,7890251,7833718
9476,9476356,7560529,6276648,8135603
9477,6169985,9814913,5823519,9170285
9478,6067420,5823571,6301809,9296561
9479,9011232,6527561,9796112,8448979
9480,7854579,7883502,6412904,8772109
9481,6608663,8227517,9964338,5860640
9482,6388515,6159187,7640871,8886377
9483,5710378,6267103,8640555,9101511
9484,8256751,7563421,6893861,8792392
9485,5495670,7706595,7498596,8351239
9486,7124399,5725228,7647031,8890377
9487,8721646,8612689,8718508,6378986
9488,9539383,9580217,9224022,8582046
9489,9912174,8213957,9002122,7274699
9490,7879810,9065023,7383536,9233509
9491,8167162,7880948,9599531,5470308
9492,9097165,7037892,5964753,7720907
9493,6944024,7317084,7526787,6206386
9494,6834466,8677341,8472536,5971173
9495,5338095,6219959,6012349,7349772
9496,8995010,5384799,8416873,7232845
9497,9686987,7456136,7773069,6910766
9498,5143212,5048749,5142641,8707241
9499,7608786,9939725,7072321,5548886
9500,9077475,6555971,9522427,5127204
9501,5827724,6208850,9538970,8066276
9502,8495168,7395078,5873014,9115192
9503,5758228,6350271,5639408,8121822
9504,6215503,5082164,7326803,6711553
9505,5042282,8172105,9652694,7399577
9506,5280656,7732834,6534387,6860475
9507,5915205,9342158,6388809,8656905
9508,8694176,7118758,8369983,9180598
9509,5403334,6667347,8805374,7281513
9510,9808771,5186860,5056455,9899541
9511,7702946,6169667,5897892,7529367
9512,9057061,9703530,8777916,5007677
9513,6469191,5239295,5517130,8862222
9514,6073994,5463810,6549195,5120746
9515,5481212,6683624,7027677,9564726
9516,9652974,6374158,5947306,8050724
9517,8640637,6864590,9729325,7822713
9518,9914534,9864026,5166165,5662041
9519,8423444,5933192,9800343,6194196
9520,9804467,5185246,5222099,6122173
9521,9557780,8554938,8231817,7023173
9522,6146770,9575575,8664481,9943642
9523,8155188,5000060,9937018,6177759
9524,8124336,6388782,9103466,8595197
9525,7579281,8895148,6726857,7603769
9526,6287122,9738849,6705668,8281293
9527,7948723,9492759,6072733,7412241
9528,8310213,8279282,6497738,5480745
9529,5804509,9738224,7797759,7234275
9530,6268688,9248995,5821732,7915825
9531,5235297,9737822,5351791,7699179
9532,9835466,6028059,7342570,5617809
9533,5537309,6088826,8513466,8095279
9534,7441782,9823124,7145451,5216898
9535,7407361,6029274,6398835,7719581
9536,9087502,5711678,8115012,7452684
9537,9044446,6734905,7576291,7642728
9538,5763299,8360142,5754312,7832161
9539,5176255,6053000,9971649,5903537
9540,7970641,7398035,8525804,9348657
9541,5535165,7553049,5730238,6276860
9542,5052561,8073256,5904752,8686967
9543,9236834,6130683,6498830,9035185
9544,8968903,7447465,7589253,8859427
9545,8038892,9471079,6837951,9794641
9546,6920517,7635669,5818578,5474901
9547,8162398,9588259,6010759,6160921
9548,9681140,7787019,5883456,7882357
9549,9225822,6789991,6140971,7662883
9550,9543173,5853058,5105000,8908900
9551,7320579,7758106,9249765,7134911
9552,6166341,6937193,7597691,8092396
9553,7440064,5003119,8771338,9356170
9554,9858558,6267778,6100582,8167897
9555,6640133,6546599,7365383,6438284
9556,8181738,8291260,7731175,9075312
9557,5400442,6776492,5881833,9030004
9558,9438956,5566116,6624716,9555028
9559,6639678,9898858,6420091,6639156
9560,6599280,7893044,5343086,7622365
9561,5395319,6230293,9589513,6137528
9562,7812428,9076833,9994493,9522049
9563,8666036,7214914,5260081,6596557
9564,6588542,7369443,5309557,9019865
9565,7709686,9445702,6994224,8599258
9566,9167802,8650311,8371596,6210048
9567,7457296,8200656,5378282,6859781
9568,8655891,7068803,7113253,6849484
9569,5399861,6397104,9696611,7607686
9570,5865308,9008030,9346622,7504988
9571,6408335,7447145,9588476,7625293
9572,5249071,6993718,9492528,9417134
9573,6278410,8501449,7799167,5577952
9574,7413119,5722862,9200947,8384770
9575,6177021,9999069,9828572,5146837
9576,7234904,9691651,8260254,7063987
9577,7820094,8131258,9767417,7323038
9578,6306568,9083720,6646360,9763044
9579,5188290,7516684,8245195,6511578
9580,8349237,9221687,8402111,6480254
9581,8216315,8042796,9247611,8996952
9582,8256233,6707333,8284861,5559847
9583,5127763,9298738,6170183,9531785
9584,7585360,5271644,7956328,6603712
9585,6530052,7856523,5300429,6191682
9586,9429516,8385977,7552739,8633127
9587,7709458,9212038,7716848,8376589
9588,9131507,7086906,8977787,7482298
9589,7652805,6203347,8700476,9379140
9590,6756288,8620157,9629448,6940693
9591,6509962,9766263,6065723,7127260
9592,8295178,7620420,9444310,8122429
9593,6834478,7657390,8417831,7505496
9594,9969881,9130144,7681159,7533375
9595,5618021,6215964,8851305,6276922
9596,7381709,7404329,8886821,9910754
9597,8531773,9872129,7810951,7000633
9598,6613139,8952666,9361109,9169855
9599,8506444,8720791,6711158,8182289
9600,6315515,9304430,7183582,5532509
9601,8152189,7944125,9484419,8911813
9602,7484389,7602532,5829028,7692411
9603,8230568,9271272,8246039,8721894
9604,5690222,7122416,7507635,5330796
9605,9202805,7885423,6643862,6972216
9606,6903356,7822245,9800789,9852947
9607,7870188,6052367,5741328,7801742
9608,6063913,9124690,7104247,8338891
9609,7300485,9790226,5515424,6386561
9610,8203266,8556144,8304939,5881327
9611,5835505,8382811,7090299,7384702
9612,9377808,6172184,9365874,6848792
9613,8464999,9017064,9915277,8137663
9614,9974800,8586491,7561499,9136594
9615,5101533,5917928,7613044,7675593
9616,5506552,6102271,7179261,5494429
9617,9118575,6078013,5664573,7167280
9618,6460924,8027811,5807368,5388695
9619,5711391,9479345,7113047,5421740
9620,6616119,9798322,7792071,5664860
9621,7552058,6009837,9490289,9394279
9622,7968029,9795566,9338341,6552046
9623,6757180,8950223,6160349,9499615
9624,6993769,7476529,5025585,6546153
9625,6901165,5145475,8871513,6951777
9626,9751373,6321001,7118969,8736218
9627,8968723,9972569,6300308,8296748
9628,6694537,9695314,5897675,7522514
9629,9695283,9730266,7459841,9619648
9630,8849656,5480138,6022734,5448242
9631,6911802,7093500,8050298,6806387
9632,9555846,6155889,7862009,6080816
9633,8712055,5476450,9207858,5960052
9634,9589865,6828468,9721124,9322567
9635,5216558,7977725,6045622,5112829
9636,7608570,9306382,7712235,5664200
9637,7649388,6482200,7573164,5438838
9638,9678071,6911986,6132407,9732603
9639,5323296,8403712,7099209,8887581
9640,5635013,8685906,7324913,5601577
9641,6329810,5845301,5647168,9803772
9642,8052167,6494673,9346709,9303907
